Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	positive regulation of NIK/NF-kappaB signaling (GO:1901224)	3/35	0.011811338972199631	0.2490630693187385	0	0	6.302521008403362	27.97497024618039	APP;ILK;ACTN4
GO_Biological_Process_2018	endothelial cell migration (GO:0043542)	3/35	0.011811338972199631	0.2480381184161923	0	0	6.302521008403362	27.97497024618039	NOV;CDH13;MYH9
GO_Biological_Process_2018	negative regulation of epithelial cell migration (GO:0010633)	3/35	0.011811338972199631	0.2470215687505521	0	0	6.302521008403362	27.97497024618039	NR2F2;PTPRG;PFN2
GO_Biological_Process_2018	positive regulation of ATPase activity (GO:0032781)	3/35	0.011811338972199631	0.2460133174495295	0	0	6.302521008403362	27.97497024618039	TPM1;DNAJC10;PFN2
GO_Biological_Process_2018	regulation of phosphoprotein phosphatase activity (GO:0043666)	3/35	0.011811338972199631	0.2450132633135558	0	0	6.302521008403362	27.97497024618039	PDGFRB;PPP1R12A;ITGA1
GO_Biological_Process_2018	regulation of JAK-STAT cascade (GO:0046425)	4/65	0.011841808719011663	0.24465080928387256	0	0	4.524886877828054	20.072936188974584	LEPROT;CAV1;BGN;ASPN
GO_Biological_Process_2018	Golgi vesicle transport (GO:0048193)	9/271	0.012180755063404195	0.2506386818086758	0	0	2.4419361840677234	10.763805686719275	USO1;BCAP29;ANK3;GAS6;KLC1;SPTAN1;SPTBN1;CD55;SEC31A
GO_Biological_Process_2018	regulation of cellular component organization (GO:0051128)	6/140	0.0123666735760019	0.2534423102744486	0	0	3.151260504201681	13.842699703773091	NET1;SPARC;GSN;LTBP4;STK38L;CDH13
GO_Biological_Process_2018	actin polymerization or depolymerization (GO:0008154)	3/36	0.01275787131856461	0.2604136693545408	0	0	6.127450980392156	26.72553210506226	GSN;DSTN;MICAL2
GO_Biological_Process_2018	heart looping (GO:0001947)	3/36	0.01275787131856461	0.2593761646957577	0	0	6.127450980392156	26.72553210506226	MEF2C;MICAL2;PKD2
GO_Biological_Process_2018	dermatan sulfate metabolic process (GO:0030205)	2/13	0.013020739690873395	0.2636699787401862	0	0	11.312217194570133	49.10873113032139	VCAN;BGN
GO_Biological_Process_2018	regulation of NMDA receptor activity (GO:2000310)	2/13	0.013020739690873395	0.2626278049111736	0	0	11.312217194570133	49.10873113032139	APP;MEF2C
GO_Biological_Process_2018	renal absorption (GO:0070293)	2/13	0.013020739690873395	0.2615938371753029	0	0	11.312217194570133	49.10873113032139	GSN;HBB
GO_Biological_Process_2018	positive regulation of actin nucleation (GO:0051127)	2/13	0.013020739690873395	0.26056797899030165	0	0	11.312217194570133	49.10873113032139	NCKAP1;GSN
GO_Biological_Process_2018	positive regulation of endothelial cell chemotaxis (GO:2001028)	2/13	0.013020739690873395	0.2595501353223708	0	0	11.312217194570133	49.10873113032139	HSPB1;FGFR1
GO_Biological_Process_2018	negative regulation of reactive oxygen species biosynthetic process (GO:1903427)	2/13	0.013020739690873395	0.2585402126168363	0	0	11.312217194570133	49.10873113032139	PTGIS;CAV1
GO_Biological_Process_2018	cellular response to low-density lipoprotein particle stimulus (GO:0071404)	2/13	0.013020739690873395	0.25753811876948424	0	0	11.312217194570133	49.10873113032139	ITGB1;CDH13
GO_Biological_Process_2018	chondroitin sulfate catabolic process (GO:0030207)	2/13	0.013020739690873395	0.2565437630985596	0	0	11.312217194570133	49.10873113032139	VCAN;BGN
GO_Biological_Process_2018	positive regulation of angiogenesis (GO:0045766)	5/103	0.01333187651390771	0.261663714809504	0	0	3.5693889206167904	15.411184255292332	ITGB1;PTGIS;HSPB1;AQP1;RHOB
GO_Biological_Process_2018	positive regulation of macromolecule metabolic process (GO:0010604)	9/276	0.013586938085016173	0.2656480653173852	0	0	2.39769820971867	10.306856735962024	ACTA2;SFRP4;APP;MEF2C;GSN;ROCK1;ANK3;GAS6;CLU
GO_Biological_Process_2018	positive regulation of smooth muscle cell proliferation (GO:0048661)	3/37	0.01374657822559041	0.2677434682640758	0	0	5.9618441971383165	25.558219448490423	PDGFRB;MMP2;CDH13
GO_Biological_Process_2018	positive regulation of stress fiber assembly (GO:0051496)	3/37	0.01374657822559041	0.2667254322630717	0	0	5.9618441971383165	25.558219448490423	TPM1;CTGF;PFN2
GO_Biological_Process_2018	regulation of metal ion transport (GO:0010959)	3/37	0.01374657822559041	0.26571510865601466	0	0	5.9618441971383165	25.558219448490423	PLN;CACNA2D1;ANK3
GO_Biological_Process_2018	positive regulation of vasculature development (GO:1904018)	5/104	0.013854240232207576	0.26678561473568024	0	0	3.535067873303168	15.12713496625545	ITGB1;PTGIS;HSPB1;AQP1;RHOB
GO_Biological_Process_2018	MAPK cascade (GO:0000165)	9/278	0.014181878679741487	0.2720681462508301	0	0	2.3804485823106223	10.130689935449576	MEF2A;PDGFRB;PDGFRA;MEF2C;ILK;SPTAN1;SPTBN1;SKP1;FGFR1
GO_Biological_Process_2018	positive regulation of neurogenesis (GO:0050769)	4/69	0.01449998753635465	0.2771289752734748	0	0	4.262574595055414	18.04606772854956	MEF2C;ZEB1;NPTN;FGFR1
GO_Biological_Process_2018	regulation of osteoblast differentiation (GO:0045667)	4/69	0.01449998753635465	0.2760949119329021	0	0	4.262574595055414	18.04606772854956	MEF2C;NPNT;IL6ST;CYR61
GO_Biological_Process_2018	positive regulation of myoblast differentiation (GO:0045663)	2/14	0.015055807974103668	0.28561259513699266	0	0	10.504201680672267	44.07554044465884	MEF2C;IGFBP3
GO_Biological_Process_2018	establishment or maintenance of actin cytoskeleton polarity (GO:0030950)	2/14	0.015055807974103668	0.2845547707105593	0	0	10.504201680672267	44.07554044465884	AQP1;RHOB
GO_Biological_Process_2018	regulation of calcineurin-NFAT signaling cascade (GO:0070884)	2/14	0.015055807974103668	0.2835047531064613	0	0	10.504201680672267	44.07554044465884	RCAN2;LMCD1
GO_Biological_Process_2018	negative regulation of focal adhesion assembly (GO:0051895)	2/14	0.015055807974103668	0.28246245622004057	0	0	10.504201680672267	44.07554044465884	PHLDB2;CLASP2
GO_Biological_Process_2018	hydrogen peroxide catabolic process (GO:0042744)	2/14	0.015055807974103668	0.2814277952082455	0	0	10.504201680672267	44.07554044465884	HBB;HBA1
GO_Biological_Process_2018	negative regulation of biomineral tissue development (GO:0070168)	2/14	0.015055807974103668	0.2804006864666096	0	0	10.504201680672267	44.07554044465884	GAS6;ASPN
GO_Biological_Process_2018	epiboly involved in wound healing (GO:0090505)	2/14	0.015055807974103668	0.279381047606731	0	0	10.504201680672267	44.07554044465884	FLNA;CYR61
GO_Biological_Process_2018	regulation of gastrulation (GO:0010470)	2/14	0.015055807974103668	0.2783687974342429	0	0	10.504201680672267	44.07554044465884	PHLDB2;CLASP2
GO_Biological_Process_2018	regulation of synapse organization (GO:0050807)	2/14	0.015055807974103668	0.27736385592726004	0	0	10.504201680672267	44.07554044465884	MEF2C;PDLIM5
GO_Biological_Process_2018	positive regulation of muscle hypertrophy (GO:0014742)	2/14	0.015055807974103668	0.2763661442152915	0	0	10.504201680672267	44.07554044465884	MEF2A;IL6ST
GO_Biological_Process_2018	positive regulation of endothelial cell migration (GO:0010595)	4/70	0.015218681808230572	0.2783545995247333	0	0	4.201680672268908	17.58500646841455	SPARC;HSPB1;RHOB;FGFR1
GO_Biological_Process_2018	regulation of protein kinase activity (GO:0045859)	6/147	0.015415058888629225	0.2809394482452676	0	0	3.0012004801920766	12.522240088341375	BGN;HSPB1;GAS6;CYR61;ASPN;SOD1
GO_Biological_Process_2018	protein homooligomerization (GO:0051260)	7/190	0.015451567757890784	0.2806026699947212	0	0	2.7089783281733744	11.296561011798165	VWF;ATL3;CAV1;ITLN1;PKD2;CRYAB;GLS
GO_Biological_Process_2018	negative regulation of signal transduction (GO:0009968)	9/283	0.015753399962683937	0.2850695035800572	0	0	2.3383911868634377	9.705958116099954	PDGFRB;SFRP4;PDGFRA;LEPROT;IGFBP5;FRZB;IGFBP3;DKK3;FGFR1
GO_Biological_Process_2018	negative regulation of protein catabolic process (GO:0042177)	3/39	0.0158514372505976	0.2858299798226133	0	0	5.656108597285066	23.441714391961156	ROCK1;TIMP2;FLNA
GO_Biological_Process_2018	negative regulation of apoptotic process (GO:0043066)	13/485	0.015877427415491755	0.2852905355677973	0	0	1.9708914493632503	8.165121117615529	PDGFRB;ITGB1;PDGFRA;MEF2C;CAV1;HSPB1;AQP1;SOD1;FLNA;GAS6;IL6ST;CRYAB;FGFR1
GO_Biological_Process_2018	negative regulation of canonical Wnt signaling pathway (GO:0090090)	6/148	0.015889400172083998	0.284503891502262	0	0	2.9809220985691582	12.347286510076142	SFRP4;FRZB;CAV1;IGFBP2;IGFBP6;DKK3
GO_Biological_Process_2018	regulation of cation channel activity (GO:2001257)	4/71	0.01595945946919226	0.2847591666828255	0	0	4.142502071251036	17.140445548380693	APP;MEF2C;SLMAP;ANK3
GO_Biological_Process_2018	heart development (GO:0007507)	6/149	0.016373748860606482	0.29113324193614937	0	0	2.9609159099881563	12.175510972677696	MEF2A;GJA1;MEF2C;FOXC1;MICAL2;PKD2
GO_Biological_Process_2018	regulation of cell motility (GO:2000145)	5/109	0.016672970001820518	0.2954241872197574	0	0	3.3729087965461417	13.80857539669625	ROCK1;CAVIN1;NEXN;FLNA;RHOB
GO_Biological_Process_2018	Wnt signaling pathway (GO:0016055)	5/109	0.016672970001820518	0.2944019581982357	0	0	3.3729087965461417	13.80857539669625	SFRP4;FRZB;USP34;CPE;SKP1
GO_Biological_Process_2018	cell-cell junction organization (GO:0045216)	4/72	0.0167225173311121	0.29425864117470696	0	0	4.084967320261438	16.71159773111701	TJP1;CDH11;CDH13;TLN1
GO_Biological_Process_2018	Rho protein signal transduction (GO:0007266)	4/72	0.0167225173311121	0.2932474430950689	0	0	4.084967320261438	16.71159773111701	EPS8;ROCK1;CDH13;RHOB
GO_Biological_Process_2018	embryonic heart tube morphogenesis (GO:0003143)	3/40	0.016967963634697728	0.29653259735569354	0	0	5.514705882352941	22.480302600505595	MEF2C;MICAL2;PKD2
GO_Biological_Process_2018	response to cAMP (GO:0051591)	3/40	0.016967963634697728	0.29552054070942835	0	0	5.514705882352941	22.480302600505595	IGFBP5;PKD2;AQP1
GO_Biological_Process_2018	determination of heart left/right asymmetry (GO:0061371)	3/40	0.016967963634697728	0.29451536880225343	0	0	5.514705882352941	22.480302600505595	MEF2C;MICAL2;PKD2
GO_Biological_Process_2018	myotube differentiation (GO:0014902)	2/15	0.01721781332755131	0.2978389878321842	0	0	9.803921568627453	39.821674240279606	MEF2C;SORT1
GO_Biological_Process_2018	maintenance of protein location in nucleus (GO:0051457)	2/15	0.01721781332755131	0.29683277503545386	0	0	9.803921568627453	39.821674240279606	SYNE1;SKP1
GO_Biological_Process_2018	negative regulation of adherens junction organization (GO:1903392)	2/15	0.01721781332755131	0.2958333380824725	0	0	9.803921568627453	39.821674240279606	PHLDB2;CLASP2
GO_Biological_Process_2018	regulation of protein homooligomerization (GO:0032462)	2/15	0.01721781332755131	0.2948406087600481	0	0	9.803921568627453	39.821674240279606	CLU;CRYAB
GO_Biological_Process_2018	negative regulation of platelet-derived growth factor receptor signaling pathway (GO:0010642)	2/15	0.01721781332755131	0.2938545197675396	0	0	9.803921568627453	39.821674240279606	PDGFRB;PDGFRA
GO_Biological_Process_2018	regulation of establishment of cell polarity (GO:2000114)	2/15	0.01721781332755131	0.29287500470164785	0	0	9.803921568627453	39.821674240279606	GSN;ROCK1
GO_Biological_Process_2018	dermatan sulfate proteoglycan biosynthetic process (GO:0050651)	2/15	0.01721781332755131	0.29190199804150946	0	0	9.803921568627453	39.821674240279606	VCAN;BGN
GO_Biological_Process_2018	vasculature development (GO:0001944)	2/15	0.01721781332755131	0.2909354351340873	0	0	9.803921568627453	39.821674240279606	PDGFRB;PDGFRA
GO_Biological_Process_2018	negative regulation of platelet activation (GO:0010544)	2/15	0.01721781332755131	0.2899752521798493	0	0	9.803921568627453	39.821674240279606	PDGFRA;PRKG1
GO_Biological_Process_2018	positive regulation of potassium ion transport (GO:0043268)	2/15	0.01721781332755131	0.2890213862187314	0	0	9.803921568627453	39.821674240279606	FHL1;FLNA
GO_Biological_Process_2018	cytoplasmic sequestering of protein (GO:0051220)	2/15	0.01721781332755131	0.2880737751163749	0	0	9.803921568627453	39.821674240279606	FLNA;PKD2
GO_Biological_Process_2018	negative regulation of anoikis (GO:2000811)	2/15	0.01721781332755131	0.2871323575506351	0	0	9.803921568627453	39.821674240279606	ITGB1;CAV1
GO_Biological_Process_2018	bicarbonate transport (GO:0015701)	3/41	0.018127415441422053	0.3013166156272858	0	0	5.3802008608321366	21.57637995724636	HBB;HBA1;AQP1
GO_Biological_Process_2018	mesenchymal cell differentiation (GO:0048762)	3/41	0.018127415441422053	0.3003383149271972	0	0	5.3802008608321366	21.57637995724636	FOXC1;MEF2C;S100A4
GO_Biological_Process_2018	positive regulation of receptor-mediated endocytosis (GO:0048260)	3/41	0.018127415441422053	0.2993663462704749	0	0	5.3802008608321366	21.57637995724636	SFRP4;SGIP1;CLU
GO_Biological_Process_2018	cellular response to peptide (GO:1901653)	3/41	0.018127415441422053	0.29840064837927976	0	0	5.3802008608321366	21.57637995724636	APP;CACNA2D1;CAV1
GO_Biological_Process_2018	nitrogen compound transport (GO:0071705)	4/74	0.01831621808321531	0.3005391025036904	0	0	3.97456279809221	15.898125506966677	TMEM30A;HBB;SLC38A2;AQP1
GO_Biological_Process_2018	gland development (GO:0048732)	4/75	0.019147211812481427	0.31316737781760484	0	0	3.9215686274509807	15.512149691040188	CAV1;PKD2;DKK3;SOD1
GO_Biological_Process_2018	positive regulation of kinase activity (GO:0033674)	5/113	0.01918444750152617	0.3127739156558724	0	0	3.2535137948984905	12.863272235030196	PDGFRB;PDGFRA;GAS6;CYR61;FGFR1
GO_Biological_Process_2018	positive regulation of canonical Wnt signaling pathway (GO:0090263)	5/113	0.01918444750152617	0.31177782038308305	0	0	3.2535137948984905	12.863272235030196	SFRP4;TBL1XR1;CAV1;USP34;ILK
GO_Biological_Process_2018	cellular response to radiation (GO:0071478)	3/42	0.019329898502524718	0.31314435574090044	0	0	5.2521008403361344	20.725326872638654	NET1;ADIRF;RHOB
GO_Biological_Process_2018	positive regulation of epithelial cell apoptotic process (GO:1904037)	2/16	0.019502953090670832	0.31494800513194066	0	0	9.191176470588236	36.18740242951449	SFRP4;GSN
GO_Biological_Process_2018	leukocyte tethering or rolling (GO:0050901)	2/16	0.019502953090670832	0.31395447830187145	0	0	9.191176470588236	36.18740242951449	ITGB1;ROCK1
GO_Biological_Process_2018	leukocyte adhesion to vascular endothelial cell (GO:0061756)	2/16	0.019502953090670832	0.31296720006821777	0	0	9.191176470588236	36.18740242951449	ITGB1;ROCK1
GO_Biological_Process_2018	regulation of bicellular tight junction assembly (GO:2000810)	2/16	0.019502953090670832	0.31198611166675	0	0	9.191176470588236	36.18740242951449	TJP1;ROCK1
GO_Biological_Process_2018	positive regulation of cardiac muscle hypertrophy (GO:0010613)	2/16	0.019502953090670832	0.3110111550677914	0	0	9.191176470588236	36.18740242951449	MEF2A;IL6ST
GO_Biological_Process_2018	regulation of SMAD protein import into nucleus (GO:0060390)	2/16	0.019502953090670832	0.3100422729647765	0	0	9.191176470588236	36.18740242951449	RBPMS;NOV
GO_Biological_Process_2018	regulation of membrane repolarization (GO:0060306)	2/16	0.019502953090670832	0.3090794087630225	0	0	9.191176470588236	36.18740242951449	CACNA2D1;CAV1
GO_Biological_Process_2018	regulation of ERK1 and ERK2 cascade (GO:0070372)	8/247	0.02013184942215945	0.3180582897872436	0	0	2.381519409383187	9.300910144375193	PDGFRB;APP;PDGFRA;GAS6;NPNT;CYR61;CTGF;FGFR1
GO_Biological_Process_2018	regulation of cell growth (GO:0001558)	7/201	0.020370142543652558	0.3208297450625279	0	0	2.560725782850454	9.97065970050567	NET1;GJA1;NOV;FRZB;FHL1;LTBP4;APBB2
GO_Biological_Process_2018	positive regulation of ERK1 and ERK2 cascade (GO:0070374)	7/201	0.020370142543652558	0.3198425766161816	0	0	2.560725782850454	9.97065970050567	PDGFRB;APP;PDGFRA;GAS6;NPNT;CTGF;FGFR1
GO_Biological_Process_2018	negative regulation of cell growth (GO:0030308)	5/115	0.02052849644119313	0.32134023723744953	0	0	3.1969309462915603	12.423085958404679	GJA1;NOV;FRZB;FHL1;APBB2
GO_Biological_Process_2018	positive regulation of protein localization to plasma membrane (GO:1903078)	3/43	0.02057548812938112	0.3210908743860301	0	0	5.1299589603283176	19.922989782700032	ITGB1;SORBS1;SPTBN1
GO_Biological_Process_2018	positive regulation of multicellular organismal process (GO:0051240)	7/202	0.02086558894414136	0.32462530604254064	0	0	2.548048922539313	9.860067549671086	IL33;FOXC1;ROCK1;SGIP1;GAS6;CLASP2;SOD1
GO_Biological_Process_2018	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)	4/77	0.02087829906941304	0.3238357451404703	0	0	3.819709702062644	14.778628653471301	NOV;CAV1;SKIL;ASPN
GO_Biological_Process_2018	axon guidance (GO:0007411)	6/158	0.021198441068994676	0.32780498416690856	0	0	2.792256142963515	10.760873886325431	ENAH;ALCAM;NFIB;SPTAN1;SPTBN1;PDLIM7
GO_Biological_Process_2018	negative regulation of cell communication (GO:0010648)	4/78	0.021778692340429825	0.33576032330275946	0	0	3.770739064856712	14.429951744893652	PDGFRB;PDGFRA;IGFBP3;FGFR1
GO_Biological_Process_2018	regulation of focal adhesion assembly (GO:0051893)	3/44	0.02186423016951756	0.3360637546838799	0	0	5.01336898395722	19.165624848343672	ROCK1;PHLDB2;CLASP2
GO_Biological_Process_2018	adherens junction organization (GO:0034332)	3/44	0.02186423016951756	0.3350545542193637	0	0	5.01336898395722	19.165624848343672	CDH11;CDH13;VCL
GO_Biological_Process_2018	positive regulation of protein processing (GO:0010954)	2/17	0.021907503884829843	0.33471255186912185	0	0	8.650519031141869	33.0529935787675	GSN;MYH9
GO_Biological_Process_2018	regulation of multicellular organism growth (GO:0040014)	2/17	0.021907503884829843	0.33371340992324383	0	0	8.650519031141869	33.0529935787675	APP;SOD1
GO_Biological_Process_2018	positive regulation of epidermal cell differentiation (GO:0045606)	2/17	0.021907503884829843	0.3327202152508533	0	0	8.650519031141869	33.0529935787675	SFRP4;FOXC1
GO_Biological_Process_2018	histone H2A monoubiquitination (GO:0035518)	2/17	0.021907503884829843	0.3317329149088626	0	0	8.650519031141869	33.0529935787675	PCGF5;SKP1
GO_Biological_Process_2018	negative regulation of tumor necrosis factor-mediated signaling pathway (GO:0010804)	2/17	0.021907503884829843	0.33075145658072985	0	0	8.650519031141869	33.0529935787675	CCDC3;GAS6
GO_Biological_Process_2018	negative regulation of intracellular transport (GO:0032387)	2/17	0.021907503884829843	0.3297757885672174	0	0	8.650519031141869	33.0529935787675	PLN;CRYAB
GO_Biological_Process_2018	negative regulation of stress fiber assembly (GO:0051497)	2/17	0.021907503884829843	0.3288058597773138	0	0	8.650519031141869	33.0529935787675	PHLDB2;CLASP2
GO_Biological_Process_2018	regulation of protein localization to membrane (GO:1905475)	2/17	0.021907503884829843	0.3278416197193158	0	0	8.650519031141869	33.0529935787675	GSN;SPTBN1
GO_Biological_Process_2018	positive regulation of macrophage activation (GO:0043032)	2/17	0.021907503884829843	0.3268830184920664	0	0	8.650519031141869	33.0529935787675	APP;IL33
GO_Biological_Process_2018	cellular response to inorganic substance (GO:0071241)	2/17	0.021907503884829843	0.32593000677634604	0	0	8.650519031141869	33.0529935787675	ATRX;AQP1
GO_Biological_Process_2018	positive regulation of cation transmembrane transport (GO:1904064)	2/17	0.021907503884829843	0.3249825358264148	0	0	8.650519031141869	33.0529935787675	FLNA;ANK3
GO_Biological_Process_2018	platelet-derived growth factor receptor signaling pathway (GO:0048008)	2/17	0.021907503884829843	0.3240405574617006	0	0	8.650519031141869	33.0529935787675	PDGFRB;PDGFRA
GO_Biological_Process_2018	plasma membrane bounded cell projection organization (GO:0120036)	5/118	0.022657593307485742	0.3341667590985541	0	0	3.115653040877368	11.799788876718766	APP;CTTN;ROCK1;TPM1;CDH11
GO_Biological_Process_2018	peptidyl-tyrosine phosphorylation (GO:0018108)	4/79	0.022702504439231996	0.3338642079348728	0	0	3.72300819061802	14.092628566124215	PDGFRB;PDGFRA;EFEMP1;FGFR1
GO_Biological_Process_2018	positive regulation of signal transduction (GO:0009967)	7/206	0.022931317294358197	0.33626009239399385	0	0	2.4985722444317533	9.432739201441922	JAG1;PTGIS;NOV;NPTN;FLNA;ILK;GAS6
GO_Biological_Process_2018	regulation of hydrolase activity (GO:0051336)	4/80	0.023649864149326627	0.3458030279484636	0	0	3.6764705882352944	13.766168780423575	TPM2;CAV1;PRKG1;SOD1
GO_Biological_Process_2018	negative regulation of growth (GO:0045926)	5/120	0.024153605781122172	0.3521595722887613	0	0	3.063725490196078	11.40723530123137	GJA1;NOV;FRZB;FHL1;APBB2
GO_Biological_Process_2018	regulation of adherens junction organization (GO:1903391)	2/18	0.024427820184259687	0.3551429242173139	0	0	8.169934640522875	30.32706392727768	ROCK1;ADD1
GO_Biological_Process_2018	regulation of cellular response to transforming growth factor beta stimulus (GO:1903844)	2/18	0.024427820184259687	0.3541339954553329	0	0	8.169934640522875	30.32706392727768	LTBP4;DKK3
GO_Biological_Process_2018	regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902175)	2/18	0.024427820184259687	0.35313078300361805	0	0	8.169934640522875	30.32706392727768	HSPB1;SOD1
GO_Biological_Process_2018	regulation of cardiac muscle cell membrane repolarization (GO:0099623)	2/18	0.024427820184259687	0.3521332384188621	0	0	8.169934640522875	30.32706392727768	CACNA2D1;FLNA
GO_Biological_Process_2018	regulation of microtubule polymerization or depolymerization (GO:0031110)	2/18	0.024427820184259687	0.3511413138035977	0	0	8.169934640522875	30.32706392727768	MAP1B;CLASP2
GO_Biological_Process_2018	positive regulation of protein localization to cell periphery (GO:1904377)	3/46	0.02457121383181665	0.3522104050105628	0	0	4.79539641943734	17.772600818406318	ITGB1;SORBS1;SPTBN1
GO_Biological_Process_2018	cartilage development (GO:0051216)	3/46	0.02457121383181665	0.3512238212430262	0	0	4.79539641943734	17.772600818406318	MEF2C;NOV;NFIB
GO_Biological_Process_2018	positive regulation of ion transport (GO:0043270)	3/46	0.02457121383181665	0.35024274911664904	0	0	4.79539641943734	17.772600818406318	FHL1;ANK3;MYLK
GO_Biological_Process_2018	regulation of fibroblast proliferation (GO:0048145)	3/46	0.02457121383181665	0.3492671425731486	0	0	4.79539641943734	17.772600818406318	PDGFRA;GAS6;AQP1
GO_Biological_Process_2018	regulation of cellular component movement (GO:0051270)	3/46	0.02457121383181665	0.3482969560660011	0	0	4.79539641943734	17.772600818406318	ROCK1;ACTN1;ACTN4
GO_Biological_Process_2018	negative regulation of cell death (GO:0060548)	4/81	0.024620891899179938	0.3480343805028123	0	0	3.6310820624546114	13.450108686529784	NOV;CLU;CYR61;CTGF
GO_Biological_Process_2018	positive regulation of binding (GO:0051099)	4/81	0.024620891899179938	0.34707295956219675	0	0	3.6310820624546114	13.450108686529784	APP;FOXC1;CAV1;ADD1
GO_Biological_Process_2018	regulation of anatomical structure morphogenesis (GO:0022603)	4/82	0.025615699801897405	0.3601016972151032	0	0	3.586800573888092	13.144009476184912	MEF2C;SPARC;PHLDB2;CLASP2
GO_Biological_Process_2018	negative regulation of binding (GO:0051100)	4/82	0.025615699801897405	0.3591124068381386	0	0	3.586800573888092	13.144009476184912	PLN;ROCK1;CAV1;ID4
GO_Biological_Process_2018	negative regulation of signaling (GO:0023057)	4/83	0.02663439171802707	0.3723706874988825	0	0	3.5435861091424528	12.847455622139282	PDGFRB;PDGFRA;IGFBP3;FGFR1
GO_Biological_Process_2018	positive regulation of peptidyl-serine phosphorylation (GO:0033138)	4/83	0.02663439171802707	0.3713532812488856	0	0	3.5435861091424528	12.847455622139282	APP;CAV1;GAS6;PFN2
GO_Biological_Process_2018	positive regulation of homeostatic process (GO:0032846)	4/83	0.02663439171802707	0.3703414194471175	0	0	3.5435861091424528	12.847455622139282	ANO1;SGIP1;CAV1;ATRX
GO_Biological_Process_2018	striated muscle cell differentiation (GO:0051146)	2/19	0.0270603328909748	0.3752415183224033	0	0	7.739938080495357	27.93874887273595	MEF2C;SORT1
GO_Biological_Process_2018	drug transport (GO:0015893)	2/19	0.0270603328909748	0.3742246036386027	0	0	7.739938080495357	27.93874887273595	TMEM30A;ATP8B1
GO_Biological_Process_2018	positive regulation of adherens junction organization (GO:1903393)	2/19	0.0270603328909748	0.3732131857909308	0	0	7.739938080495357	27.93874887273595	ROCK1;ADD1
GO_Biological_Process_2018	regulation of epithelial cell migration (GO:0010632)	3/48	0.02745066607642364	0.3775761428247704	0	0	4.595588235294118	16.522816388978878	PTPRG;CLASP2;PFN2
GO_Biological_Process_2018	positive regulation of chemotaxis (GO:0050921)	3/48	0.02745066607642364	0.37656115319352107	0	0	4.595588235294118	16.522816388978878	PDGFRB;HSPB1;CDH13
GO_Biological_Process_2018	negative regulation of multicellular organismal process (GO:0051241)	5/125	0.028167551300316857	0.3853592876287317	0	0	2.9411764705882355	10.498778313730796	MEF2C;NFIB;GAS6;PFN2;PTPRG
GO_Biological_Process_2018	protein oligomerization (GO:0051259)	7/217	0.02933075217989865	0.4002000758663712	0	0	2.3719165085389	8.370775025879553	SEPT7;ATL3;VWF;CAV1;HBB;HBA1;CRYAB
GO_Biological_Process_2018	negative regulation of innate immune response (GO:0045824)	2/20	0.029801547943478963	0.4055394644148617	0	0	7.352941176470589	25.83231575299851	SERPING1;A2M
GO_Biological_Process_2018	Golgi to endosome transport (GO:0006895)	2/20	0.029801547943478963	0.40446090200950297	0	0	7.352941176470589	25.83231575299851	SORT1;VPS13A
GO_Biological_Process_2018	mesoderm formation (GO:0001707)	2/20	0.029801547943478963	0.4033880614206184	0	0	7.352941176470589	25.83231575299851	ITGB1;ITGA8
GO_Biological_Process_2018	regulation of epidermal cell differentiation (GO:0045604)	2/20	0.029801547943478963	0.4023208972369659	0	0	7.352941176470589	25.83231575299851	SFRP4;ROCK1
GO_Biological_Process_2018	ureteric bud morphogenesis (GO:0060675)	2/20	0.029801547943478963	0.4012593645265781	0	0	7.352941176470589	25.83231575299851	NPNT;PKD2
GO_Biological_Process_2018	negative regulation of actin filament bundle assembly (GO:0032232)	2/20	0.029801547943478963	0.4002034188304556	0	0	7.352941176470589	25.83231575299851	PHLDB2;CLASP2
GO_Biological_Process_2018	wound healing, spreading of cells (GO:0044319)	2/20	0.029801547943478963	0.3991530161563599	0	0	7.352941176470589	25.83231575299851	FLNA;CYR61
GO_Biological_Process_2018	regulation of anoikis (GO:2000209)	2/20	0.029801547943478963	0.3981081129727045	0	0	7.352941176470589	25.83231575299851	ITGB1;CAV1
GO_Biological_Process_2018	branching involved in ureteric bud morphogenesis (GO:0001658)	2/20	0.029801547943478963	0.3970686662025408	0	0	7.352941176470589	25.83231575299851	NPNT;PKD2
GO_Biological_Process_2018	chondroitin sulfate biosynthetic process (GO:0030206)	2/20	0.029801547943478963	0.3960346332176383	0	0	7.352941176470589	25.83231575299851	VCAN;BGN
GO_Biological_Process_2018	regulation of peptidyl-serine phosphorylation (GO:0033135)	4/86	0.029834687460171982	0.3954452210630069	0	0	3.4199726402188784	12.011229663724642	APP;CAV1;GAS6;PFN2
GO_Biological_Process_2018	positive regulation of protein kinase B signaling (GO:0051897)	5/127	0.029884563560266763	0.39508012395865616	0	0	2.8948587308939326	10.162150303339404	PDGFRB;ITGB1;PDGFRA;GAS6;FGFR1
