feature	Type	p10	p11	p12	p14	p15	p16	p18	p22	p23	p24	p32	p34	p35	p36	p37	p38	p4	p40	p41	p46	p48	p5	p8	p9
ITM2B	genes	126.632029	249.264261	257.056352	189.659087	181.142644	307.2094140000001	247.346584	163.058355	219.854819	236.21247	4.089072	311.528764	178.546883	314.859754	29.17141	334.5155180000001	209.665538	232.71999	182.06674	8.841053	195.081553	245.546224	184.590345	115.94084
HHLA1	genes	12.035837	4.507999	2.945809	3.068748	5.310168	0.645302	4.83439	3.3907480000000003	8.790396000000001	4.523095	350.750925	1.897715	8.022817	7.207125	176.323466	1.444931	3.170255	3.240244	4.219521	312.161501	0.8028310000000001	6.193341	11.104765	24.846531
LTBP1	genes	157.902591	357.293553	297.84366	64.754042	94.495423	249.457756	137.374455	104.374703	112.156754	115.216544	17.916921	242.011258	122.797255	267.868246	31.403128	58.183612	58.918382	320.246402	334.604111	16.837214000000003	104.405712	207.690852	164.006902	68.596271
RPL12	genes	138.750316	169.09194399999996	268.898873	221.121948	233.402952	203.739105	256.296198	262.214955	197.218553	163.79165600000005	0.930072	214.348544	209.854823	215.990086	22.911333	314.9399200000001	220.899408	214.174097	190.600334	11.672757	190.183248	208.424315	206.843459	104.311646
COL6A2	genes	117.002541	152.871508	297.4267490000001	220.269846	119.832166	193.637802	121.720398	517.975984	120.133352	198.853452	6.21244	212.963039	143.152773	283.32544900000005	40.687808	64.698902	89.619236	153.216918	229.509519	66.572389	102.968997	126.694817	241.173762	180.087448
RPS17	genes	111.455013	238.97533	224.91282400000003	234.65725	215.191151	234.105411	225.576766	334.832878	220.759454	195.91134	3.268417	246.085875	174.777042	218.573472	29.461953	296.108823	235.796755	193.289131	184.732249	15.261598	190.246578	194.630674	214.265187	134.456319
CD63	genes	137.931183	145.925777	136.186155	239.645426	195.305023	188.939044	245.20435	280.184878	235.371064	155.95391999999995	27.870293	186.391213	150.468435	197.413557	49.571894	319.801544	270.18142	117.389971	117.565717	49.794424	199.078975	202.23689	157.015407	142.331531
AL355916.3	genes	2.398956	2.793435	2.820904	3.745628	3.773111	1.238361	5.569466	4.978124	2.12546	3.351294	459.089367	4.5442860000000005	1.14896	4.5315910000000015	0.8961600000000001	2.60557	5.942197	3.236909	1.237179	281.781052	3.475185	3.166787	4.058706	8.097571
RPL6	genes	113.499908	198.300242	274.155389	197.053219	267.03528700000004	220.382156	212.822337	245.391758	208.089643	205.612956	19.535099	236.052202	178.29675	230.097308	33.256314	356.808103	205.081919	218.96803	204.52813	25.905124	184.574333	196.228144	177.388772	137.730636
RTTN	genes	31.076745000000006	18.84886	20.020171	18.137779	20.754933	15.036102	21.728727	13.380120000000002	31.417262	20.836706	186.356569	14.328825	25.044406	23.022177	217.697062	13.240863	15.30749	20.390253	20.477685	262.253059	12.196762	23.390501	36.080672	60.885252
RNASE1	genes	122.645851	15.581412	38.769266	316.51884	134.651173	18.460733	66.558897	125.323708	196.59556	143.462004	2.093177	33.336867	70.551423	59.481819	32.810844	298.161404	117.61379	26.859931	17.611937	4.389034	205.023234	104.246276	46.237752	159.386435
NPIPB5	genes	257.426645	163.695846	216.307578	387.644225	377.622557	169.219685	243.510417	191.289975	334.623002	313.997813	136.518931	215.767057	257.941142	197.549814	235.231992	242.21074500000003	461.771214	234.420044	259.929955	172.89306499999995	341.0387100000001	299.515668	195.804866	227.70206800000003
PPP1CB	genes	141.904667	374.076817	280.69417000000004	129.434653	175.06833899999995	329.974403	173.207804	135.49703200000002	145.987903	188.011466	7.744228	274.211123	238.313847	256.154496	34.352878000000004	173.128923	120.51503999999998	320.991981	334.821115	19.601259	175.177809	240.179846	155.842973	96.663977
ZDHHC15	genes	15.427810999999998	7.28183	12.19731	7.661542999999999	8.393496	4.068203	7.3126929999999986	8.988553	10.46459	7.429048	163.701281	6.074857	16.481199	16.102241	168.99186799999995	4.149666000000002	6.305662	7.064378	6.821135000000001	251.009016	4.194246	11.890566	12.66767	45.641199
LGMN	genes	57.99740600000001	15.593127	60.867001	275.226342	186.528676	62.3296	127.548919	227.903611	208.650729	100.171338	41.999399	90.934667	37.835825	94.497685	63.525543000000006	292.075629	272.36381800000004	27.579212	20.838344	40.467431	129.585506	170.433304	72.72211	93.740765
ORC4	genes	102.198723	62.542506	82.569671	48.918698	67.493465	37.325765	77.322948	45.514519	101.951071	63.81558	165.602076	48.595676	107.365058	97.818805	313.220575	30.572478000000004	44.583907	54.58000500000001	65.775773	242.327429	31.962004	63.29224	97.541025	223.205372
FCGR2A	genes	80.237899	32.917331	75.960502	229.31527000000003	191.046106	103.055752	232.346443	140.79738500000005	218.775692	175.19438799999998	16.293584	99.983419	119.539663	105.979133	59.08029000000001	388.952845	188.325822	49.371117	23.345809	27.435075	193.056858	144.29986599999995	105.49858799999998	96.748604
RPS27A	genes	139.093747	225.76419500000003	272.539259	171.862868	264.86373	266.33589700000005	243.343914	211.697751	174.400665	156.470429	15.944639000000002	222.38806	190.742682	217.347348	35.574293	308.989593	203.955772	231.274642	192.338294	48.942972	196.535516	259.859853	202.779492	127.034832
HNRNPK	genes	148.939078	203.287426	280.411532	235.720288	300.539946	251.416096	246.338227	320.655924	217.420152	206.352024	29.704745000000006	258.11289500000004	189.720988	233.918126	36.7976	313.508387	203.769826	245.73233	208.259769	13.551822	202.819233	242.651815	182.834183	114.134825
FRK	genes	27.248653000000004	15.910728	21.107703	11.207502	17.651843	10.759547	19.24701	14.043856	32.107833	14.339863	221.552908	14.226594	25.285224	23.228398	211.333127	8.465836	9.793688	14.825297	24.960941	271.762288	8.004256	19.599756	30.10596	68.390456
RPSA	genes	112.080902	300.947316	138.870977	117.634617	88.491701	191.980928	218.436191	164.854663	159.747128	76.346114	29.556294	330.529613	260.385694	122.32717	31.762203000000003	329.592614	91.467823	148.692445	91.100008	29.870384	150.604051	73.87143499999998	57.576835	58.381911
IL1RAP	genes	13.967459	8.660472	14.43491	19.438233	14.77882	7.432966	17.483423000000002	11.54304	21.274752	20.474802	191.837428	13.197254999999998	27.008888	15.70193	198.193948	15.874619	10.16157	9.889342999999998	9.708874	245.501557	10.653442	11.201368	18.050462	29.494044
HIF1A	genes	122.469869	42.596215	108.651622	242.65149	121.472503	114.86764	252.23784	214.001884	165.058183	126.356753	27.009723	103.887835	108.914327	86.20613399999998	73.31683699999998	271.504667	177.931731	53.436824	45.946786	29.507661	117.416756	198.737819	93.507467	104.490302
MSR1	genes	83.26616700000002	16.041535999999994	87.106045	226.984753	191.57219	91.175323	283.548809	255.453633	241.023173	112.714133	74.664682	59.61502900000001	120.190432	101.903824	105.655351	322.0785640000001	221.29782000000003	34.610263	9.89917	88.085238	169.548606	148.973096	110.838786	138.340146
TFRC	genes	71.29527900000002	23.863178	36.935512	112.65675	84.108717	34.93782	61.830032	127.844786	105.981542	43.833565	19.201889	57.748155	72.204538	74.69799599999997	77.080826	287.39665	259.781745	19.768651	14.951645999999998	33.029677	117.660243	213.627774	29.308315000000004	78.267552
PAM	genes	189.751704	322.701662	348.274002	81.846951	107.371217	240.565701	147.230215	127.386852	125.863489	118.511052	100.914394	202.46145	143.768675	277.25847400000004	91.471473	122.079268	86.121078	313.0773660000001	328.077001	95.509865	150.532933	245.023155	136.38317800000002	100.036551
NRXN1	genes	17.55807	3.235376	17.612464000000006	12.713647	7.079025	4.25175	20.680535	4.249418	26.435529	10.196508	344.23297	2.493836	15.413652	10.261995	152.018537	5.529734	4.392994	3.5292190000000003	16.307433	84.652602	3.243541	12.688778	12.330725	138.380589
RPL11	genes	103.895731	210.511932	277.47229	176.697164	196.666296	243.809423	202.706375	211.774308	196.613616	182.65362	12.840761	238.798532	173.116581	233.529106	21.466886	307.294888	208.056088	207.593026	197.692803	33.512519	188.789527	185.933799	184.511304	127.268331
AHNAK	genes	132.866779	251.77359500000003	270.091038	143.388675	185.338079	194.634019	168.205278	284.732432	198.046606	194.085473	10.982286	241.697773	185.951592	338.319593	39.525572	228.420247	163.00515900000005	250.214091	256.534616	38.311554	175.512954	189.018475	220.092498	201.009307
IQCM	genes	7.595853999999999	6.752959	5.732745	4.891946	5.482114	2.1856720000000003	5.627916	4.111254	11.978987	4.283667	233.343472	3.891065	10.740929	12.091926	197.760386	6.8931320000000005	3.702442	3.932501	5.263344	257.170692	2.7722740000000003	10.766246	16.834081	39.491528
RPL39	genes	71.503422	164.448941	144.702987	168.841227	175.14238600000004	233.395125	63.53592	139.04259199999998	186.319453	151.924254	17.062203	235.92139100000003	140.13171	174.063398	33.183402	319.003735	232.877789	164.48183999999995	132.89267900000002	27.740515	172.894449	164.34536	125.600431	50.972095
SCD5	genes	10.304205	6.584844	7.535869	5.507942	7.641137	3.2266470000000003	6.65716	8.180729	11.743544	6.15695	239.976807	6.556171000000001	10.689482	10.148125	149.030372	4.552599	4.382632	4.8136480000000015	7.106186	252.781826	4.194192	7.727074000000001	20.861908	29.531301000000006
NPIPB4	genes	245.017741	159.69128999999995	166.877367	337.285753	416.146981	160.849408	234.21959500000003	170.242751	357.264516	285.698338	201.498785	188.545985	231.424869	188.078831	241.75077	250.870771	329.432699	179.591413	221.504034	235.944582	248.84743	234.396438	155.82128500000005	231.964132
PLS3	genes	191.827899	295.498413	274.321455	79.032453	134.887416	277.10909	129.04670900000002	87.084436	127.873107	178.9855	8.043139	195.14926	135.823483	228.780554	55.693438	104.138234	59.53263199999999	295.043048	312.174814	8.585758	85.040948	256.119035	91.844871	43.680326
DMD	genes	131.088465	208.590855	199.093092	49.199587	74.40554200000003	124.906008	92.457697	69.228861	108.337513	109.243588	171.553328	89.28726400000002	99.495511	142.40876	276.39229500000005	42.924565	40.998744	173.185822	206.219779	278.770262	66.817053	121.810276	79.93063599999998	127.127856
HSP90B1	genes	201.821285	256.217983	284.7864160000001	213.796898	244.964464	234.72224	269.005901	353.436994	210.409239	179.900342	46.765528	342.734719	171.552533	247.549396	84.967177	261.614212	174.13978500000005	201.893515	213.361837	45.842903	225.01766	206.97372	203.10176	146.680101
THBS2	genes	145.85879599999996	180.01010300000004	315.945809	176.767259	147.751283	260.473697	249.758068	188.332193	123.413143	177.680693	15.01292	270.94433100000003	172.401881	222.441773	29.755445	184.150494	105.7525	150.799342	125.724959	13.781212	99.233388	94.347495	178.028131	127.524459
OR2L2	genes	19.946853	7.728234	9.826579	7.118631	7.714637	2.193628	8.529284	8.889776	17.646716	8.929530999999997	108.87233700000002	4.637357	17.02168	18.926079	364.04926	3.056316	7.824203999999999	7.726928999999998	7.667194999999999	114.693209	2.805699	10.938993	16.845606	39.754645
MZB1	genes	42.336482	2.272392	23.286569	29.286173	15.712901	4.816627	21.507682	27.379137	5.3304290000000005	9.356705	354.564861	1.242416	4.795315	4.913979	11.406208	9.178032	23.360012	16.439223000000002	25.548451	23.395595	1.151405	31.776067	37.997805	103.566485
CLIC4	genes	118.904441	246.780683	287.60223	98.818027	143.27003100000005	261.136465	228.652301	95.88119	155.65758	181.246858	26.25247	232.028335	141.209975	210.667236	10.86149	167.079799	100.622912	262.285169	242.049355	25.391026	142.436118	212.246401	106.871535	77.22052099999998
TPM2	genes	177.165611	253.854331	308.00314	77.357501	108.866456	231.927723	150.436009	226.209965	136.02350800000002	147.47842	6.0365449999999985	140.991034	134.980215	208.597399	30.364284	35.787137	60.548085	198.40528	244.84092400000003	55.629263	76.154561	166.524327	175.185312	115.373401
HEXB	genes	88.530529	60.90286800000001	79.347821	204.131586	199.763082	91.827573	250.278122	227.109357	175.92318799999995	80.47639000000002	18.923519	84.381558	105.044915	145.79743	48.155144	274.514614	177.8532	65.978831	58.636975	24.74935	170.869241	134.359371	100.285004	117.504026
RPL5	genes	117.640356	246.303137	238.109701	204.217031	222.40654300000003	221.567907	215.327542	261.926245	163.588177	177.855231	10.553094	202.066685	177.368377	222.849935	32.661434	225.795219	189.584433	225.681684	240.920636	17.503428	163.111664	194.629075	177.548071	114.546352
PLN	genes	87.046472	351.90391	185.629595	44.802088	106.730492	290.743623	115.306181	75.79068199999998	91.52673	126.518306	7.8350240000000015	93.425318	121.844827	214.800973	16.951035	40.597298	58.87262	270.88551	324.305669	8.934705000000003	72.366762	208.919588	73.21386	20.478268
OR5AS1	genes	16.055042999999998	6.50171	10.611957	7.1797	8.167888	2.585852	7.618125999999998	8.997603999999997	12.386789	5.892985	181.095339	4.74046	13.959159	13.564981	183.761147	2.181204	6.580583	5.854046	6.960063000000001	228.059604	2.562703	9.626215	12.301527	38.592866
TNFRSF11B	genes	121.261015	212.077591	198.552191	129.326926	134.02023799999998	194.368208	313.3705740000001	71.68929200000002	117.171566	100.040117	1.991181	236.291863	93.404294	239.463386	16.110015	116.615687	61.187761	249.347032	125.670631	13.154814000000002	126.299099	144.020617	139.25137	126.391709
RPL21	genes	59.222986	220.109541	259.646663	163.75771	186.515418	245.963887	234.280737	68.989878	170.922623	146.500774	29.925209	233.702615	165.133275	221.12987400000003	72.148266	304.317096	162.88088	186.093466	203.851781	63.072821	184.557792	170.50483799999995	70.66354100000002	49.624629
ABCC9	genes	66.564256	31.503066	42.20687	23.890543	36.972058	11.475618	40.10831500000001	28.145794	68.04440600000001	34.071517	187.139995	21.354317	66.43540899999999	68.444748	210.046304	17.833132	31.419693	32.609996	32.558729	185.436118	10.789829	41.016919	70.90708000000002	125.92267
RPS21	genes	84.050389	185.373514	217.608401	142.367558	142.286461	207.254753	193.142049	137.364316	159.3104	149.992497	0.0	242.809427	135.6344	260.930045	6.733184	248.387952	173.909203	227.592467	187.646251	5.418552	144.039801	185.270559	165.111867	104.478262
STK3	genes	41.958458	31.921384000000003	32.704977	25.296133	33.164037	25.662584	33.330049	25.995351	41.798715	29.423972	194.240325	30.047106	40.000686	35.702985	221.360252	26.823799	21.48847	26.515899	30.523569	240.354814	18.550313	32.166477	34.881737	79.183807
MYH9	genes	186.502684	315.083596	343.449138	137.038741	177.784221	276.74981	170.713799	320.847253	183.975794	222.43107	59.784098	204.372745	171.12039099999996	272.192875	56.141932	147.974284	112.11198799999998	261.555898	310.241346	87.03943199999998	124.432228	199.970294	253.911312	169.51284099999995
ABI3BP	genes	37.919739	21.370618	47.569277	24.695073	38.594608	28.378691	41.430782	23.745794	37.656125	39.203177	162.792853	78.507631	30.803412	80.98599300000002	160.260501	44.463292	29.92891	26.341199	24.368485	245.843099	28.051545	39.509912	40.543717	43.463452
PKM	genes	136.166582	124.073599	139.93196	217.52387	148.686413	141.946783	213.495914	270.731227	211.750535	122.49253600000002	17.684268	212.68189500000003	134.753769	220.519185	51.802975	313.4888509999999	190.251588	119.696424	105.040465	26.430073	156.59275	171.762902	163.879888	194.707086
MYL12A	genes	161.858099	269.188911	254.468556	249.618264	234.020156	317.940451	242.098253	230.523314	217.718639	202.863285	42.798685	295.701129	195.514602	233.195512	68.624495	257.83671	189.002047	264.333092	216.369003	37.594405	204.330043	254.442062	155.366722	125.214673
COL1A1	genes	85.441884	53.88622900000001	134.251592	187.565112	86.102762	66.869351	125.966163	143.912991	44.44945	46.779191	37.50521	292.105001	91.833108	142.477949	34.08183	111.940396	77.925007	41.562301	47.3133	78.501816	52.836762	61.769798	136.230969	156.40833700000005
APLP2	genes	151.3864	179.78571200000005	189.124369	241.244568	227.765278	192.552056	248.24055	403.510895	301.943651	157.095701	128.126572	180.582198	150.086151	223.289258	154.384726	345.662194	235.536818	162.762544	179.141252	199.160504	204.148029	204.876111	185.370806	217.691679
CCDC125	genes	17.923282	8.834578	9.605106	11.360762	12.962159	8.532283	11.883114	10.680324	20.056651	10.649603	146.12171999999995	10.179604	14.487597	15.186494	214.961509	11.208703	10.73265	10.338039	11.853595	234.987388	7.291867999999999	15.860416	16.588644	44.992651
MITF	genes	26.520927	19.036578	26.118799	33.073381	48.914421	12.026927	39.495387	34.74523	56.50054100000001	23.33414	201.91264	19.343303	33.153704	32.052391	176.03726799999995	40.429906	36.862152	14.09536	14.577615	261.097961	31.7343	25.824144	29.809528000000004	64.981401
FER	genes	27.86172	25.966819	28.617383	18.136716	27.408017	28.087081	24.054257	20.861005	26.248049	19.873871	186.807972	21.106104	28.093367	31.384475	161.340918	22.746613	18.851394	22.022972	28.499585	226.593781	21.064079	22.119439	23.323196	56.70364300000001
SDCBP	genes	73.46204	38.695723	69.525764	205.718164	190.324566	95.608426	145.638898	145.678299	195.811569	136.951369	26.577704	77.243054	98.4176	110.76136499999998	39.91355	201.06001	227.558464	51.504885	44.39460800000001	29.232739	136.115349	163.143138	72.345099	91.059276
ARHGDIB	genes	98.295153	107.581741	162.289073	217.585528	225.464505	185.111307	189.458862	182.072257	174.741977	147.04452	12.429646	173.280078	132.069985	142.177832	30.111778	331.9837100000001	168.250398	125.870297	99.015074	10.615432	178.855064	138.5421	135.449301	107.617844
RPL15	genes	119.355074	248.68587	269.073526	189.682027	194.710831	257.605499	229.967919	197.481681	163.730452	171.56393400000005	18.130395	236.953774	181.316502	215.827369	31.146184	236.062123	202.891092	231.214561	217.132462	32.668674	168.162192	191.730267	165.670023	98.077244
HBA1	genes	11.205617	16.762683	45.879076	11.217061	7.257433	85.491025	46.86023400000001	14.526191	13.399273999999998	504.627925	21.133211	115.818433	99.173472	35.774459	1.382156	13.647037	11.251325	40.59539	37.751037	27.148087	45.129823	70.90375999999998	30.9131	22.054404
RPS8	genes	140.16153300000002	186.808506	201.201985	185.021559	181.233348	204.869592	187.413863	243.632903	180.755326	178.691398	26.148354	256.377736	168.354599	239.58581	34.704137	150.805353	193.986111	176.89035900000005	184.036522	38.909943	158.258953	175.108521	165.338173	127.799409
ADH1B	genes	69.637147	218.323567	339.029808	58.31195	78.766154	271.793932	134.959885	104.644575	72.36981899999998	197.863497	11.164782	156.681027	106.972866	211.43397	21.958687	43.49561	56.244897	201.165386	222.374501	14.864681	131.211017	123.222933	97.447686	50.23844
CCDC80	genes	211.690033	42.58110300000001	154.175143	163.058827	140.90448700000005	104.856877	206.607385	149.42043700000005	79.180145	61.424186	13.686401000000002	377.438029	113.76524	230.901051	44.823025	228.881279	86.537914	61.745214	55.835265	23.991406	86.719889	70.869786	192.834097	123.577849
THBS1	genes	145.98621	61.229296	158.605179	195.495786	123.130258	73.002112	194.220342	191.900706	103.837822	146.524048	24.761626	120.902659	173.403895	73.019586	33.157943	219.750199	85.508831	102.379392	38.947558	19.398301	133.356552	94.84065	125.051909	179.879986
ASPN	genes	87.313963	314.072768	216.610378	39.016189	94.851647	172.40936399999995	73.202535	27.125891	86.135549	92.79556	8.832423	149.90316	100.318269	220.426363	11.044576	51.700478	39.744476	185.957525	170.192738	7.781039999999999	45.859334	111.887007	75.100114	36.085066
TYROBP	genes	57.829871	9.994697	43.555065	231.739054	144.795433	67.009853	158.942303	279.482921	147.160457	61.61005600000001	4.269384	46.607663	56.279534	59.994784	27.27813	196.354819	162.44338	14.63989	13.27031	11.244167	136.768697	90.960641	106.763121	56.696912
HLA-A	genes	83.84762099999998	63.03168	134.589647	176.623969	94.853579	97.731821	179.142546	278.595692	182.0893	88.605779	4.344678	96.54447	94.510695	84.53274300000002	34.432453	235.354652	175.17715900000005	59.336685	54.274537	22.177165	136.98819	128.89833000000002	127.186889	126.286678
TBC1D8	genes	16.329957999999998	13.63916	15.468487	13.951378	14.082855	7.006419	12.330332	17.668926000000006	22.023088	12.465354	177.340743	10.920989	18.735711	16.584407000000002	150.163053	10.084163	10.881936	11.487684	10.989037	286.761764	11.943279	15.643575	18.398447	41.204272
IQGAP1	genes	196.54795	165.76190400000004	190.941157	279.418693	295.899674	172.540832	202.252317	274.693528	224.767855	188.788446	43.46477	245.21482000000003	188.97232	245.77824500000003	85.695194	241.682703	200.858788	176.904837	205.462214	73.74702099999998	214.067164	174.45914	152.262699	227.295604
CFH	genes	88.027291	115.762272	156.428696	96.784776	123.430806	140.519674	153.46953100000005	76.315462	81.83506700000002	132.671559	13.61748	385.667662	112.672783	368.226253	26.067922	161.485129	71.107019	246.44243	68.280293	18.315184	121.532258	123.604357	133.507358	52.154813
SVIL	genes	119.418712	268.122631	316.423267	66.492802	104.425785	244.356501	121.380492	130.44082	127.18131	188.286042	18.707608	172.490396	139.319046	190.90944	69.332661	60.064114	66.235412	296.096741	315.222719	52.032136	85.944547	184.736545	122.677063	120.543167
PMM2	genes	24.207753	17.690755	19.702878	22.328173	20.618238	17.87196	19.976774	31.469691	35.56146	19.037653	375.275512	20.623508	16.110743	17.534927	128.759088	24.044277	16.108293	16.177739000000006	18.274879	261.719101	17.333797	21.26246	28.68079	43.033687
C12orf45	genes	17.861093	8.200363000000001	8.478746000000001	7.280842	9.230152	3.826569	11.232043	11.455275	18.173063	9.051425	155.410056	6.8633440000000006	13.187284	10.600061	168.015615	6.367655	6.618861	5.909485	9.506898	221.647978	5.427753	10.330087	17.956281	40.977945
CAPG	genes	39.895257	6.0715900000000005	19.686891	141.703887	89.37950500000002	33.233742	68.89072	135.067557	115.424897	18.104939	1.680511	37.101219	52.745307	54.253013	29.517977	196.489769	143.90563600000004	10.899288	6.563296	18.521858	105.647178	61.203203	34.651273	165.719883
RPS18	genes	127.045212	199.504714	175.06335900000005	197.223615	155.644078	183.018538	182.251363	246.343385	173.427705	171.188223	21.134001	194.597823	170.616384	184.086331	35.65552800000001	223.065637	213.68964900000003	183.584236	144.627429	11.025231	136.826637	192.151612	177.93244	122.68636200000002
BGN	genes	110.028349	248.774949	250.061233	83.564812	80.813326	245.350482	116.478313	85.095566	72.54393	87.0669	2.816107	289.090006	82.286237	277.434658	24.068096	60.296721	65.282436	197.177456	204.050359	10.439465	88.726357	91.246251	142.381327	83.44405400000002
EEF2	genes	152.70708	281.88254	238.217162	187.529433	205.297227	214.510055	192.222073	272.20292	176.48628200000005	172.290818	3.35888	223.873729	160.91511200000005	216.086415	41.478643	156.314723	166.80246499999996	211.46709500000003	219.930369	23.57999	168.753567	179.428226	182.034273	159.76236200000002
OR14J1	genes	14.260468	5.655193	8.687797999999999	5.951674	7.907185000000001	2.817079	7.688768	6.9422630000000005	17.760402	6.647243	173.813619	6.11889	13.114714	9.074517	166.891997	3.3474129999999995	4.824408999999998	5.163239	6.799614999999998	203.441894	2.570596	9.231958	14.961676	32.63407
CCL2	genes	47.291962	33.345057000000004	38.481326	82.129956	139.985039	76.250969	320.238768	102.2013	110.308569	88.772414	6.418074	143.403379	51.64904	93.452139	20.280938	269.791728	95.527044	44.79507	11.671193	3.049455	67.679108	45.820669	151.51417	77.99927199999998
FABP5	genes	33.754114	3.98878	19.727864	149.32299799999996	122.364168	25.859911	193.405356	88.069785	171.325254	43.636982	23.805004	50.528403	51.476375	29.115422	58.848725	160.73519	127.368429	4.615393	5.7442980000000015	20.776336	122.268897	78.173969	32.182102	34.037288000000004
RPS19	genes	116.411034	200.902899	197.322745	188.859426	161.97337	205.11163	183.970666	186.171928	226.841988	137.244273	8.367286	255.69085	181.642622	199.477088	30.017585	200.512046	214.280645	199.405374	161.90371299999995	36.09732800000001	176.401308	159.465394	191.542208	136.49516699999998
MMP9	genes	38.282154	0.5668449999999999	5.608919	87.258662	48.129638	3.953651	48.250342	160.199649	116.603077	9.367203	2.928887	2.158014	60.474072	31.248191	39.786298	120.794769	134.99756399999998	1.021183	2.700602	2.2231650000000003	79.539222	53.955406	15.51289	65.64922299999999
TIGD1	genes	15.052113	7.720391	8.805547	7.4400119999999985	10.917248	4.894183	7.794589	9.772853	13.201776999999998	7.416824	165.29381	7.28545	11.431385	13.161171	177.394218	5.773416	7.6606619999999985	6.590692999999999	9.252925	195.824525	6.0449199999999985	10.359625	13.366292	24.599714
PPIA	genes	121.704947	155.208975	203.116651	236.515707	206.914122	175.704965	231.819269	244.418525	190.877081	170.635825	40.891907	251.214767	161.84786499999996	221.459287	70.492586	329.142753	247.865869	164.280436	145.34922	60.93063000000001	192.755858	196.740566	180.325453	156.329424
H3F3B	genes	108.366373	198.892407	181.561606	135.003319	132.47021999999998	228.149434	190.33985	183.443357	178.415846	192.429937	9.397324	269.701203	157.136761	199.078665	17.864775	263.217138	155.760405	200.660857	148.327822	12.917255	147.30023	172.212429	179.476969	109.674834
TBCK	genes	51.53373300000001	31.190528000000004	41.204487	34.365997	37.079855	25.593741	34.68207	26.317647	46.446769	27.38983	164.156031	27.849087	42.498544	40.272619	202.786039	37.203772	25.365015	35.063411	43.845314	194.816278	25.198373	37.416913	44.869291	82.971849
HLA-DPA1	genes	71.828352	25.820149	87.137067	199.402115	103.162856	60.931588	157.453748	148.906855	140.706944	71.39793399999998	7.8453789999999985	79.711993	106.02587	111.168197	33.247633	334.882113	209.567688	50.495375	29.055748	13.327441	139.435896	136.447034	168.013579	145.92177900000004
CPQ	genes	36.988372	32.831447	39.705747	38.276186	31.532696	26.127994	35.43807800000001	34.330216	47.386638	30.030771	179.120904	42.079171	40.33838	43.253026	157.26464199999995	30.366027000000006	28.653145	32.618516	36.54985900000001	221.195687	26.740858000000006	35.96185999999999	49.861563	56.063287
EIF4A1	genes	101.696894	88.999641	99.078789	221.00829700000003	201.234924	123.223433	182.6849	207.135528	170.037855	135.864184	17.941186	143.45296000000005	131.586065	121.897049	25.480811	292.138163	188.148733	86.266077	71.679734	48.306164	164.09554	147.820335	123.378367	117.895519
PICALM	genes	180.383259	228.725009	244.511855	163.880106	181.167289	221.128189	242.439194	108.556151	162.549054	184.770031	37.985401	244.301204	180.945906	150.89776899999995	50.546733	203.333544	177.861741	171.17524699999996	174.084596	37.361276	143.693355	172.553778	76.178333	62.623538
GAS6	genes	102.509668	224.126948	191.946469	39.520989	114.438199	179.214176	87.73809399999998	120.943009	69.865821	52.62424100000001	5.385875	126.27062	102.654863	202.935519	13.468733	47.068831	29.370618	302.520034	173.266202	47.620716	66.261974	84.372373	115.728334	109.196639
HTRA1	genes	107.022476	177.223237	259.228621	97.277944	106.503201	216.825295	223.150335	190.154782	98.758152	69.043924	1.3666200000000002	231.622969	123.60327	225.514129	14.714382	113.791884	83.753233	189.287117	176.939142	7.543719	110.659434	148.616446	154.026975	92.528806
NPM1	genes	140.582617	212.413462	225.213996	179.936106	273.781718	186.641153	189.903228	280.088	170.048055	167.14689099999995	44.567251	215.169348	169.951525	216.009308	63.952452	319.3599930000001	154.806557	179.634555	233.949924	69.51694	146.457177	181.460436	168.445042	113.655208
GPM6A	genes	8.645579	2.075809	2.246244	2.6523220000000003	2.916202	0.750117	4.969446	2.771427	4.559677	5.247863	187.213695	3.77196	5.871931	4.643621	296.408086	0.942496	2.511539	5.489928	2.836639	207.32346	0.791609	2.845711	6.023579	12.970804
NCALD	genes	15.548376	43.189811	33.736646	8.752892999999998	10.33539	24.111218	11.052372	13.105792999999998	15.00024	14.278423000000002	188.493008	25.711256	22.762564	27.329325	167.350985	5.450908	9.781722	27.982154	33.517228	282.721798	8.546261999999999	18.58301	29.072604	11.60595
UNC80	genes	14.997948	6.0168599999999985	8.105197	6.750685000000002	9.642987	2.262886	11.280442	8.533725	17.38474	5.48185	195.340601	6.796875	13.15288	7.487298	151.538768	4.365084	3.83932	3.82832	5.536635	191.480251	3.009926	8.780199	19.932618	52.49969599999999
BCAS3	genes	22.720535	37.373645	31.803536	24.527574	25.875437	28.838226	29.079509	16.866172	46.163014	36.087103000000006	189.010913	27.547945	30.104418	35.145013	142.649957	21.335885	17.723928	25.719399	29.085449	222.001879	29.731432	30.235	31.012407	56.319472
MFGE8	genes	102.09574	215.60508	255.703442	58.39405	61.804164	251.095544	115.48761100000002	86.066687	89.062156	109.106064	18.467715	175.72528799999995	105.84131	246.050199	32.079494	74.872783	65.81577800000001	240.23514900000004	274.319527	50.857242	104.188755	140.014941	112.356147	111.146853
RPS12	genes	70.703193	125.077906	172.21271299999995	180.474784	162.865629	169.620752	173.472099	178.718653	115.049689	141.065567	1.729737	178.026815	131.275498	154.971694	21.541769	279.334576	204.185091	126.683335	123.866351	8.034303	130.950421	155.682741	102.477931	102.560078
